time,"Altitude (GPS) (feet)","Average fuel consumption (total) (MPG)","Average speed (mph)","Average speed (GPS) (mph)","Calculated instant fuel rate (gal./h)","Distance to empty (miles)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine Fuel Rate (g/sec)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Speed (GPS) (mph)","Throttle position (%)","Vehicle acceleration (g)","Vehicle Fuel Rate (g/sec)","Vehicle speed (mph)",Latitude,Longtitude,
17:57:50.402,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.7076108,-112.190194,
17:57:50.479,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.7076108,-112.190194,
17:57:50.513,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076108,-112.190194,
17:57:50.686,,,,,,,,,,844,0.8,,,,,,,,,,,,,,33.7076108,-112.190194,
17:57:50.743,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7076108,-112.190194,
17:57:50.798,,33.071898617081,,,0.28660858162098,275.488427180132,,,0.22,,,,,0.0131147583715124,2.64126436396478,0.0563934609975031,11.3,4.24446676489933,,,,,0.22,,33.7076108,-112.190194,
17:57:50.859,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.7076108,-112.190194,
17:57:50.927,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.7076108,-112.190194,
17:57:51.036,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076108,-112.190194,
17:57:51.093,,,,,,,,,,842,0.8,,,,,,,,,,,,,,33.7076108,-112.190194,
17:57:51.168,1265.1014357373,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7076108,-112.190194,
17:57:51.170,1265.1014357373,,,0.686071466039235,,,,,,,,,,,,,,,,0,,,,,33.70758648,-112.19020004,
17:57:51.393,,33.0711979887009,,,0.338719232824795,275.48259095607,,,0.26,,,,,0.0131707147591034,2.64132032035237,0.0566340734641446,11.3,5.01618799488103,,,,,0.26,,33.70758648,-112.19020004,
17:57:51.460,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.70758648,-112.19020004,
17:57:51.611,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758648,-112.19020004,
17:57:51.656,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758648,-112.19020004,
17:57:51.710,,,,,,,,,,850,0.8,,,,,,,,,,,,,,33.70758648,-112.19020004,
17:57:51.743,,,,,,,,,,,,69,8.21099836392672,,,,,,,,,,,,33.70758648,-112.19020004,
17:57:51.839,,33.0706725996262,,,0.338719232824795,271.542811408937,,,0.26,,,,,0.0132126770395757,2.64136228263284,0.0568145112701753,11.3,5.01618799488103,,,,,0.26,,33.70758648,-112.19020004,
17:57:51.958,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.70758648,-112.19020004,
17:57:52.034,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.70758648,-112.19020004,
17:57:52.090,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758648,-112.19020004,
17:57:52.145,,,,,,,,,,853,0.9,,,,,,,,,,,,,,33.70758648,-112.19020004,
17:57:52.165,1265.05537902344,,,,,,,,,,,,,,,,,,,,,,,,33.70758648,-112.19020006,
17:57:52.233,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758648,-112.19020006,
17:57:52.318,,33.0701086360214,,,0.338719232824795,275.473516664334,,,0.26,,,,,0.0132577217115131,2.64140732730478,0.0570082033595062,11.3,5.01618799488103,,,,,0.26,,33.70758648,-112.19020006,
17:57:52.384,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.70758648,-112.19020006,
17:57:52.441,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.70758648,-112.19020006,
17:57:52.497,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758648,-112.19020006,
17:57:52.732,,,,,,,,,,843,0.8,,,,,,,,,,,,,,33.70758648,-112.19020006,
17:57:52.776,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758648,-112.19020006,
17:57:52.789,1291.99475195068,,,0.674239104972638,,,,,,,,,,,,,,,,0,,,,,33.70758648,-112.19020006,
17:57:52.791,1291.99475195068,,,,,,,,,,,,,,,,,,,,,,,,33.7076959,-112.1903642,
17:57:52.792,1291.99475195068,,,0.674216178025396,,,,,,,,,,,,,,,,0,,,,,33.7076959,-112.1903642,
17:57:52.829,,33.0695068002325,,,0.338719232824795,275.468503381099,,,0.26,,,,,0.0133057929897506,2.64145539858301,0.0572149098559275,11.3,5.01618799488103,,,,,0.26,,33.7076959,-112.1903642,
17:57:52.863,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.7076959,-112.1903642,
17:57:52.928,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.7076959,-112.1903642,
17:57:52.986,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076959,-112.1903642,
17:57:53.054,,,,,,,,,,852,0.9,,,,,,,,,,,,,,33.7076959,-112.1903642,
17:57:53.168,1264.55856725342,,,,,,,,,,,,,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:53.170,1264.55856725342,,,0.671514348800097,,,,,,,,,,,,,,,,0,,,,,33.70758767,-112.1902013,
17:57:53.246,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:53.313,,33.0688925117852,,,0.364774558426702,275.463386367402,,,0.28,,,,,0.0133548607211533,2.64150446631442,0.0574259011009592,11.3,5.40204860987187,,,,,0.28,,33.70758767,-112.1902013,
17:57:53.371,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.70758767,-112.1902013,
17:57:53.417,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758767,-112.1902013,
17:57:53.472,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758767,-112.1902013,
17:57:53.530,,,,,,,,,,856,0.9,,,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:53.585,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:53.643,,33.0684737598215,,,0.364774558426702,275.459898169728,,,0.28,,,,,0.013388310561938,2.6415379161552,0.0575697354163334,11.3,5.40204860987187,,,,,0.28,,33.70758767,-112.1902013,
17:57:53.713,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.70758767,-112.1902013,
17:57:53.781,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758767,-112.1902013,
17:57:53.953,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758767,-112.1902013,
17:57:54.107,,,,,,,,,,856,0.9,,,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:54.153,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758767,-112.1902013,
17:57:54.165,1264.51431275879,,,,,,,,,,,,,,,,,,,,,,,,33.70758767,-112.19020131,
17:57:54.218,,33.0677454621795,,,0.364774558426702,275.453831461123,,,0.28,,,,,0.0134464888806795,2.64159609447394,0.057819902186922,11.3,5.40204860987187,,,,,0.28,,33.70758767,-112.19020131,
17:57:54.275,,,,,,,,,,,,,,,,,,,,,12.156862745098,,,,33.70758767,-112.19020131,
17:57:54.331,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.70758767,-112.19020131,
17:57:54.533,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758767,-112.19020131,
17:57:54.592,,,,,,,,,,862,0.9,,,,,,,,,,,,,,33.70758767,-112.19020131,
17:57:54.660,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758767,-112.19020131,
17:57:54.706,,33.0671261090138,,,0.364774558426702,275.448672258397,,,0.28,,,,,0.0134959664463518,2.64164557203962,0.0580326557193127,11.3,5.40204860987187,,,,,0.28,,33.70758767,-112.19020131,
17:57:54.754,,,,,,,,,,,,,,,,,,,,,12.9411764705882,,,,33.70758767,-112.19020131,
17:57:54.822,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.70758767,-112.19020131,
17:57:54.879,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758767,-112.19020131,
17:57:54.935,,,,,,,,,,869,0.9,,,,,,,,,,,,,,33.70758767,-112.19020131,
17:57:54.992,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758767,-112.19020131,
17:57:55.058,,33.0666795020613,,,0.364774558426702,275.444952029077,,,0.28,,,,,0.0135316451808476,2.64168125077411,0.0581860742776449,11.3,5.40204860987187,,,,,0.28,,33.70758767,-112.19020131,
17:57:55.164,1264.51711621094,,,,,,,,,,,,,,,,,,,,,,,,33.7075877,-112.19020129,
17:57:55.216,1291.99475195068,,,0.657241521017314,,,,,,,,,,,,,,,,0,,,,,33.7075877,-112.19020129,
17:57:55.217,1291.99475195068,,,0.657235972114669,,,,,,,,,,,,,,,,0,,,,,33.7075877,-112.19020129,
17:57:55.219,,,,,,,,,,,,,,,,,,,,,12.9411764705882,,,,33.7075877,-112.19020129,
17:57:55.284,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.7075877,-112.19020129,
17:57:55.320,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7075877,-112.19020129,
17:57:55.356,,,,,,,,,,863,0.9,,,,,,,,,,,,,,33.7075877,-112.19020129,
17:57:55.414,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7075877,-112.19020129,
17:57:55.480,,33.0662209975936,,,0.312663907222887,275.44113269363,,,0.24,,,,,0.0135682753919591,2.64171788098522,0.0583435841854243,11.3,4.63032737989018,,,,,0.24,,33.7075877,-112.19020129,
17:57:55.539,,,,,,,,,,,,,,,,,,,,,12.9411764705882,,,,33.7075877,-112.19020129,
17:57:55.595,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.7075877,-112.19020129,
17:57:55.653,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7075877,-112.19020129,
17:57:55.856,,,,,,,,,,863,0.9,,,,,,,,,,,,,,33.7075877,-112.19020129,
17:57:55.953,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7075877,-112.19020129,
17:57:56.010,,33.0656444661848,,,0.312663907222887,275.436330195508,,,0.24,,,,,0.0136143362916025,2.64176394188487,0.0585416460538909,11.3,4.63032737989018,,,,,0.24,,33.7075877,-112.19020129,
17:57:56.078,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.7075877,-112.19020129,
17:57:56.135,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7075877,-112.19020129,
17:57:56.166,1264.10580973145,,,,,,,,,,,,,,,,,,,,,,,,33.70758872,-112.19020233,
17:57:56.167,1264.10580973145,,,0.650816715784744,,,,,,,,,,,,,,,,0,,,,,33.70758872,-112.19020233,
17:57:56.191,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758872,-112.19020233,
17:57:56.257,,,,,,,,,,854,0.9,,,,,,,,,,,,,,33.70758872,-112.19020233,
17:57:56.534,,,,,,,,,,,,69,8.21099836392672,,,,,,,,,,,,33.70758872,-112.19020233,
17:57:56.578,,33.065078438952,,,0.28660858162098,271.496877837059,,,0.22,,,,,0.0136595595423644,2.64180916513563,0.0587361060321671,11.3,4.24446676489933,,,,,0.22,,33.70758872,-112.19020233,
17:57:56.699,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758872,-112.19020233,
17:57:56.767,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758872,-112.19020233,
17:57:56.822,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758872,-112.19020233,
17:57:56.879,,,,,,,,,,843,0.8,,,,,,,,,,,,,,33.70758872,-112.19020233,
17:57:57.122,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758872,-112.19020233,
17:57:57.165,1264.13344375977,,,,,,,,,,,,,,,,,,,,,,,,33.70758873,-112.19020232,
17:57:57.188,,33.0644706333739,,,0.28660858162098,275.426552185525,,,0.22,,,,,0.0137081224352851,2.64185772802855,0.0589449264717259,11.3,4.24446676489933,,,,,0.22,,33.70758873,-112.19020232,
17:57:57.266,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758873,-112.19020232,
17:57:57.334,,,,,,,,,,,,,,,,,,,80.6,,,,,,33.70758873,-112.19020232,
17:57:57.432,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758873,-112.19020232,
17:57:57.500,,,,,,,,,,838,0.8,,,,,,,,,,,,,,33.70758873,-112.19020232,
17:57:57.597,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758873,-112.19020232,
17:57:57.737,,33.0639241995494,,,0.28660858162098,275.422000399834,,,0.22,,,,,0.0137517833272422,2.64190138892051,0.0591326683071413,11.3,4.24446676489933,,,,,0.22,,33.70758873,-112.19020232,
17:57:57.887,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758873,-112.19020232,
17:57:57.907,1291.99475195068,,,0.639376974260331,,,,,,,,,,,,,,,,0,,,,,33.70758873,-112.19020232,
17:57:57.908,1291.99475195068,,,0.639368234971624,,,,,,,,,,,,,,,,0,,,,,33.7076787,-112.1903373,
17:57:58.026,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076787,-112.1903373,
17:57:58.103,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076787,-112.1903373,
17:57:58.168,1263.66546749756,,,,,,,,,,,,,,,,,,,,,,,,33.70758987,-112.19020348,
17:57:58.170,1263.66546749756,,,0.637684580215756,,,,,,,,,,,,,,,,0,,,,,33.70758987,-112.19020348,
17:57:58.180,,,,,,,,,,848,0.8,,,,,,,,,,,,,,33.70758987,-112.19020348,
17:57:58.266,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758987,-112.19020348,
17:57:58.334,,33.0633291190462,,,0.28660858162098,275.417043388029,,,0.22,,,,,0.0137993328042602,2.64194893839752,0.0593371310583187,11.3,4.24446676489933,,,,,0.22,,33.70758987,-112.19020348,
17:57:58.412,,,,,,,,,,,,,,,,,,,,,12.9411764705882,,,,33.70758987,-112.19020348,
17:57:58.554,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758987,-112.19020348,
17:57:58.644,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758987,-112.19020348,
17:57:58.711,,,,,,,,,,847,0.8,,,,,,,,,,,,,,33.70758987,-112.19020348,
17:57:58.776,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758987,-112.19020348,
17:57:58.852,,33.0628129239186,,,0.28660858162098,275.412743490238,,,0.22,,,,,0.0138405803887373,2.641990185982,0.0595144956715705,11.3,4.24446676489933,,,,,0.22,,33.70758987,-112.19020348,
17:57:58.964,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758987,-112.19020348,
17:57:59.167,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758987,-112.19020348,
17:57:59.170,1264.17769825439,,,,,,,,,,,,,,,,,,,,,,,,33.70758959,-112.19020323,
17:57:59.244,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758959,-112.19020323,
17:57:59.352,,,,,,,,,,849,0.8,,,,,,,,,,,,,,33.70758959,-112.19020323,
17:57:59.484,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758959,-112.19020323,
17:57:59.551,,33.0621159260622,,,0.28660858162098,275.406937508385,,,0.22,,,,,0.0138962774137063,2.64204588300697,0.059753992878937,11.3,4.24446676489933,,,,,0.22,,33.70758959,-112.19020323,
17:57:59.640,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758959,-112.19020323,
17:57:59.717,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758959,-112.19020323,
17:57:59.814,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758959,-112.19020323,
17:58:00.007,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758959,-112.19020323,
17:58:00.124,,33.0615449922249,,,0.28660858162098,275.40218163795,,,0.22,,,,,0.0139419024259309,2.64209150801919,0.0599501804315028,11.3,4.24446676489933,,,,,0.22,,33.70758959,-112.19020323,
17:58:00.165,1264.14746102051,,,,,,,,,,,,,,,,,,,,,,,,33.70758959,-112.19020326,
17:58:00.277,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758959,-112.19020326,
17:58:00.384,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758959,-112.19020326,
17:58:00.461,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758959,-112.19020326,
17:58:00.567,,,,,,,,,,836,0.8,,,,,,,,,,,,,,33.70758959,-112.19020326,
17:58:00.648,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758959,-112.19020326,
17:58:00.799,,33.0608731688492,,,0.28660858162098,275.396585359149,,,0.22,,,,,0.0139955918377885,2.64214519743105,0.0601810449024905,11.3,4.24446676489933,,,,,0.22,,33.70758959,-112.19020326,
17:58:00.950,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758959,-112.19020326,
17:58:01.016,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758959,-112.19020326,
17:58:01.094,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758959,-112.19020326,
17:58:01.150,,,,,,,,,,844,0.8,,,,,,,,,,,,,,33.70758959,-112.19020326,
17:58:01.171,1264.12803710205,,,,,,,,,,,,,,,,,,,,,,,,33.70758961,-112.19020326,
17:58:01.193,1291.99475195068,,,0.618834316710164,,,,,,,,,,,,,,,,0,,,,,33.70758961,-112.19020326,
17:58:01.217,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758961,-112.19020326,
17:58:01.306,,33.0604138743021,,,0.260553256019073,275.392759442353,,,0.2,,,,,0.0140322980595076,2.64218190365277,0.0603388816558827,11.3,3.85860614990848,,,,,0.2,,33.70758961,-112.19020326,
17:58:01.502,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758961,-112.19020326,
17:58:01.666,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758961,-112.19020326,
17:58:01.796,,,,,,,,,,848,0.8,,,,,,,,,,,,,,33.70758961,-112.19020326,
17:58:01.852,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70758961,-112.19020326,
17:58:01.951,,33.0598302040633,,,0.260553256019073,275.387897477882,,,0.2,,,,,0.0140789456960194,2.64222855128928,0.0605394664928834,11.3,3.85860614990848,,,,,0.2,,33.70758961,-112.19020326,
17:58:02.018,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70758961,-112.19020326,
17:58:02.138,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758961,-112.19020326,
17:58:02.166,1263.74096045898,,,,,,,,,,,,,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:02.168,1263.74096045898,,,0.612989256889134,,,,,,,,,,,,,,,,0,,,,,33.70759065,-112.19020418,
17:58:02.256,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759065,-112.19020418,
17:58:02.356,,,,,,,,,,853,0.9,,,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:02.382,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:02.427,,33.0593985706291,,,0.260553256019073,275.384301977749,,,0.2,,,,,0.0141134434253433,2.64226304901861,0.0606878067289764,11.3,3.85860614990848,,,,,0.2,,33.70759065,-112.19020418,
17:58:02.463,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759065,-112.19020418,
17:58:02.508,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70759065,-112.19020418,
17:58:02.554,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759065,-112.19020418,
17:58:02.622,,,,,,,,,,858,0.9,,,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:02.679,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:02.735,,33.0591200342443,,,0.260553256019073,275.381981773775,,,0.2,,,,,0.0141357055544252,2.64228531114769,0.0607835338840284,11.3,3.85860614990848,,,,,0.2,,33.70759065,-112.19020418,
17:58:02.805,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759065,-112.19020418,
17:58:02.978,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70759065,-112.19020418,
17:58:03.034,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759065,-112.19020418,
17:58:03.093,,,,,,,,,,845,0.8,,,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:03.161,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70759065,-112.19020418,
17:58:03.166,1263.6003873584,,,,,,,,,,,,,,,,,,,,,,,,33.70759074,-112.19020425,
17:58:03.216,,33.0586842971926,,,0.260553256019073,275.378352090569,,,0.2,,,,,0.0141705327605151,2.64232013835378,0.0609332908702148,11.3,3.85860614990848,,,,,0.2,,33.70759074,-112.19020425,
17:58:03.286,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759074,-112.19020425,
17:58:03.509,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70759074,-112.19020425,
17:58:03.587,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759074,-112.19020425,
17:58:03.621,1292.32285597534,,,0.604482654696467,,,,,,,,,,,,,,,,0,,,,,33.70759074,-112.19020425,
17:58:03.622,1292.32285597534,,,,,,,,,,,,,,,,,,,,,,,,33.7076226,-112.1902149,
17:58:03.623,1292.32285597534,,,0.604473440357256,,,,,,,,,,,,,,,,0,,,,,33.7076226,-112.1902149,
17:58:03.631,,,,,,,,,,832,0.8,,,,,,,,,,,,,,33.7076226,-112.1902149,
17:58:03.677,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7076226,-112.1902149,
17:58:03.736,,33.0582137870786,,,0.260553256019073,275.374432748266,,,0.2,,,,,0.0142081403081478,2.64235774590141,0.0610950033250357,11.3,3.85860614990848,,,,,0.2,,33.7076226,-112.1902149,
17:58:03.792,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.7076226,-112.1902149,
17:58:03.849,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076226,-112.1902149,
17:58:03.917,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076226,-112.1902149,
17:58:03.974,,,,,,,,,,841,0.8,,,,,,,,,,,,,,33.7076226,-112.1902149,
17:58:04.032,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7076226,-112.1902149,
17:58:04.168,1263.51067688965,,,0.601340864252781,,,,,,,,,,,,,,,,0,,,,,33.7076226,-112.1902149,
17:58:04.182,1263.51067688965,,,,,,,,,,,,,,,,,,,,,,,,33.70759096,-112.19020435,
17:58:04.213,,33.0577811817337,,,0.260553256019073,275.37082915213,,,0.2,,,,,0.014242719098469,2.64239232469173,0.0612436921234169,11.3,3.85860614990848,,,,,0.2,,33.70759096,-112.19020435,
17:58:04.284,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759096,-112.19020435,
17:58:04.395,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70759096,-112.19020435,
17:58:04.451,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759096,-112.19020435,
17:58:04.519,,,,,,,,,,837,0.8,,,,,,,,,,,,,,33.70759096,-112.19020435,
17:58:04.565,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70759096,-112.19020435,
17:58:04.634,,33.0574002071118,,,0.260553256019073,275.367655639155,,,0.2,,,,,0.0142731717175652,2.64242277731083,0.0613746383855301,11.3,3.85860614990848,,,,,0.2,,33.70759096,-112.19020435,
17:58:04.713,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759096,-112.19020435,
17:58:04.842,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70759096,-112.19020435,
17:58:04.887,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70759096,-112.19020435,
17:58:04.945,,,,,,,,,,849,0.8,,,,,,,,,,,,,,33.70759096,-112.19020435,
17:58:05.011,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.70759096,-112.19020435,
17:58:05.076,,33.0569995708422,,,0.260553256019073,275.364318344944,,,0.2,,,,,0.0143051967173556,2.64245480231062,0.0615123458846292,11.3,3.85860614990848,,,,,0.2,,33.70759096,-112.19020435,
17:58:05.135,,,,,,,,,,,,,,,,,,,,,12.5490196078431,,,,33.70759096,-112.19020435,
17:58:05.168,1263.44059058594,,,,,,,,,,,,,,,,,,,,,,,,33.707591,-112.1902044,
17:58:05.191,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.707591,-112.1902044,
17:58:05.257,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.707591,-112.1902044,
17:58:05.460,,,,,,,,,,864,0.9,,,,,,,,,,,,,,33.707591,-112.1902044,
17:58:05.507,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.707591,-112.1902044,
17:58:05.562,,33.0565162913652,,,0.28660858162098,275.360292634036,,,0.22,,,,,0.0143438288636899,2.64249343445695,0.0616784641138664,11.3,4.24446676489933,,,,,0.22,,33.707591,-112.1902044,
17:58:05.631,,,,,,,,,,,,,,,,,,,,,13.3333333333333,,,,33.707591,-112.1902044,
17:58:05.698,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.707591,-112.1902044,
17:58:05.795,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.707591,-112.1902044,
17:58:05.852,,,,,,,,,,841,0.8,,,,,,,,,,,,,,33.707591,-112.1902044,
17:58:05.911,,,,,,,,,,,,69,8.21099836392672,,,,,,,,,,,,33.707591,-112.1902044,
17:58:05.978,,33.0561019290112,,,0.28660858162098,271.423171844577,,,0.22,,,,,0.0143769528479507,2.64252655844121,0.0618208972461879,11.3,4.24446676489933,,,,,0.22,,33.707591,-112.1902044,
17:58:06.091,1292.32285597534,,,0.590549629657465,,,,,,,,,,,,,,,,0,,,,,33.707591,-112.1902044,
17:58:06.099,,,,,,,,,,,,,,,,,,,,,12.9411764705882,,,,33.707591,-112.1902044,
17:58:06.103,1292.32285597534,,,,,,,,,,,,,,,,,,,,,,,,33.7076076,-112.1902293,
17:58:06.104,1292.32285597534,,,0.590481336160734,,,,,,,,,,,,,,,,0,,,,,33.7076076,-112.1902293,
17:58:06.133,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076076,-112.1902293,
17:58:06.159,1263.39833855713,,,0.590173905354329,,,,,,,,,,,,,,,,0,,,,,33.7076076,-112.1902293,
17:58:06.166,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076076,-112.1902293,
17:58:06.201,,,,,,,,,,843,0.8,,,,,,,,,,,,,,33.7076076,-112.1902293,
17:58:06.246,,,,,,,,,,,,70,8.32999834021551,,,,,,,,,,,,33.7076076,-112.1902293,
17:58:06.269,,33.0557860237036,,,0.312663907222887,275.354209515197,,,0.24,,,,,0.0144022067676343,2.6425518123609,0.0619294891008275,11.3,4.63032737989018,,,,,0.24,,33.7076076,-112.1902293,
